bin_id,timestamp,fill_level,weight_kg,battery_level,status,rssi
4,2026-01-04 17:00:00,71,8.52,91.49,OK,-74
4,2026-01-04 18:00:00,73,8.76,91.45,OK,-80
4,2026-01-04 19:00:00,77,9.24,91.42,OK,-73
4,2026-01-04 20:00:00,79,9.48,91.38,OK,-59
4,2026-01-04 21:00:00,83,9.96,91.36,WARNING,-64
4,2026-01-04 22:00:00,85,10.2,91.33,WARNING,-72
4,2026-01-04 23:00:00,85,10.2,91.29,WARNING,-74
4,2026-01-05 00:00:00,87,10.44,91.28,WARNING,-72
4,2026-01-05 01:00:00,90,10.8,91.25,WARNING,-79
4,2026-01-05 02:00:00,93,11.16,91.23,WARNING,-62
4,2026-01-05 03:00:00,93,11.16,91.18,WARNING,-78
4,2026-01-05 04:00:00,95,11.4,91.14,FULL,-64
4,2026-01-05 05:00:00,97,11.64,91.09,FULL,-65
4,2026-01-05 06:00:00,99,11.88,91.07,FULL,-83
4,2026-01-05 07:00:00,100,12.0,91.03,FULL,-80
4,2026-01-05 08:00:00,29,3.48,91.02,OK,-55
4,2026-01-05 09:00:00,32,3.84,91.0,OK,-79
4,2026-01-05 10:00:00,35,4.2,90.97,OK,-76
4,2026-01-05 11:00:00,38,4.56,90.94,OK,-67
4,2026-01-05 12:00:00,42,5.04,90.89,OK,-56
4,2026-01-05 13:00:00,46,5.52,90.88,OK,-65
4,2026-01-05 14:00:00,50,6.0,90.85,OK,-66
4,2026-01-05 15:00:00,55,6.6,90.8,OK,-61
4,2026-01-05 16:00:00,57,6.84,90.77,OK,-56
4,2026-01-05 17:00:00,57,6.84,90.73,OK,-70
4,2026-01-05 18:00:00,61,7.32,90.72,OK,-77
4,2026-01-05 19:00:00,62,7.44,90.67,OK,-81
4,2026-01-05 20:00:00,66,7.92,90.64,OK,-59
4,2026-01-05 21:00:00,69,8.28,90.6,OK,-72
4,2026-01-05 22:00:00,70,8.4,90.57,OK,-57
4,2026-01-05 23:00:00,73,8.76,90.52,OK,-70
4,2026-01-06 00:00:00,76,9.12,90.47,OK,-77
4,2026-01-06 01:00:00,78,9.36,90.46,OK,-63
4,2026-01-06 02:00:00,81,9.72,90.42,WARNING,-63
4,2026-01-06 03:00:00,82,9.84,90.38,WARNING,-77
4,2026-01-06 04:00:00,84,10.08,90.33,WARNING,-84
4,2026-01-06 05:00:00,86,10.32,90.31,WARNING,-62
4,2026-01-06 06:00:00,87,10.44,90.29,WARNING,-56
4,2026-01-06 07:00:00,90,10.8,90.27,WARNING,-67
4,2026-01-06 08:00:00,93,11.16,90.24,WARNING,-73
4,2026-01-06 09:00:00,96,11.52,90.22,FULL,-56
4,2026-01-06 10:00:00,96,11.52,90.19,FULL,-73
4,2026-01-06 11:00:00,98,11.76,90.17,FULL,-78
4,2026-01-06 12:00:00,100,12.0,90.16,FULL,-68
4,2026-01-06 13:00:00,36,4.32,90.13,OK,-55
4,2026-01-06 14:00:00,38,4.56,90.11,OK,-64
4,2026-01-06 15:00:00,42,5.04,90.09,OK,-56
4,2026-01-06 16:00:00,45,5.4,90.06,OK,-72
4,2026-01-06 17:00:00,45,5.4,90.05,OK,-69
4,2026-01-06 18:00:00,49,5.88,90.04,OK,-68
4,2026-01-06 19:00:00,53,6.36,90.0,OK,-64
4,2026-01-06 20:00:00,55,6.6,89.98,OK,-71
4,2026-01-06 21:00:00,58,6.96,89.96,OK,-71
4,2026-01-06 22:00:00,60,7.2,89.92,OK,-60
4,2026-01-06 23:00:00,62,7.44,89.91,OK,-56
4,2026-01-07 00:00:00,65,7.8,89.86,OK,-62
4,2026-01-07 01:00:00,68,8.16,89.84,OK,-72
4,2026-01-07 02:00:00,68,8.16,89.81,OK,-67
4,2026-01-07 03:00:00,68,8.16,89.77,OK,-60
4,2026-01-07 04:00:00,71,8.52,89.76,OK,-76
4,2026-01-07 05:00:00,73,8.76,89.71,OK,-73
4,2026-01-07 06:00:00,76,9.12,89.69,OK,-79
4,2026-01-07 07:00:00,77,9.24,89.66,OK,-62
4,2026-01-07 08:00:00,79,9.48,89.64,OK,-70
4,2026-01-07 09:00:00,79,9.48,89.61,OK,-77
4,2026-01-07 10:00:00,82,9.84,89.6,WARNING,-59
4,2026-01-07 11:00:00,85,10.2,89.55,WARNING,-73
4,2026-01-07 12:00:00,91,10.92,89.5,WARNING,-68
4,2026-01-07 13:00:00,95,11.4,89.49,FULL,-63
4,2026-01-07 14:00:00,96,11.52,89.47,FULL,-59
4,2026-01-07 15:00:00,100,12.0,89.42,FULL,-72
4,2026-01-07 16:00:00,25,3.0,89.39,OK,-67
4,2026-01-07 17:00:00,25,3.0,89.36,OK,-84
4,2026-01-07 18:00:00,29,3.48,89.33,OK,-70
4,2026-01-07 19:00:00,33,3.96,89.29,OK,-76
4,2026-01-07 20:00:00,36,4.32,89.24,OK,-57
4,2026-01-07 21:00:00,37,4.44,89.22,OK,-63
4,2026-01-07 22:00:00,40,4.8,89.18,OK,-83
4,2026-01-07 23:00:00,43,5.16,89.13,OK,-72
4,2026-01-08 00:00:00,44,5.28,89.12,OK,-85
4,2026-01-08 01:00:00,46,5.52,89.08,OK,-72
4,2026-01-08 02:00:00,49,5.88,89.04,OK,-55
4,2026-01-08 03:00:00,50,6.0,89.03,OK,-57
4,2026-01-08 04:00:00,50,6.0,89.0,OK,-76
4,2026-01-08 05:00:00,51,6.12,88.96,OK,-79
4,2026-01-08 06:00:00,54,6.48,88.94,OK,-82
4,2026-01-08 07:00:00,54,6.48,88.91,OK,-63
4,2026-01-08 08:00:00,57,6.84,88.88,OK,-78
4,2026-01-08 09:00:00,58,6.96,88.87,OK,-57
4,2026-01-08 10:00:00,60,7.2,88.83,OK,-72
4,2026-01-08 11:00:00,64,7.68,88.79,OK,-61
4,2026-01-08 12:00:00,65,7.8,88.74,OK,-75
4,2026-01-08 13:00:00,69,8.28,88.69,OK,-85
4,2026-01-08 14:00:00,72,8.64,88.67,OK,-62
4,2026-01-08 15:00:00,74,8.88,88.63,OK,-69
4,2026-01-08 16:00:00,74,8.88,88.61,OK,-74
4,2026-01-08 17:00:00,75,9.0,88.57,OK,-59
4,2026-01-08 18:00:00,78,9.36,88.53,OK,-78
4,2026-01-08 19:00:00,81,9.72,88.5,WARNING,-59
4,2026-01-08 20:00:00,82,9.84,88.47,WARNING,-78
4,2026-01-08 21:00:00,84,10.08,88.43,WARNING,-83
4,2026-01-08 22:00:00,85,10.2,88.38,WARNING,-56
4,2026-01-08 23:00:00,86,10.32,88.33,WARNING,-83
4,2026-01-09 00:00:00,88,10.56,88.31,WARNING,-74
4,2026-01-09 01:00:00,89,10.68,88.28,WARNING,-64
4,2026-01-09 02:00:00,90,10.8,88.24,WARNING,-80
4,2026-01-09 03:00:00,93,11.16,88.23,WARNING,-64
4,2026-01-09 04:00:00,93,11.16,88.2,WARNING,-69
4,2026-01-09 05:00:00,95,11.4,88.16,FULL,-58
4,2026-01-09 06:00:00,97,11.64,88.12,FULL,-75
4,2026-01-09 07:00:00,97,11.64,88.09,FULL,-73
4,2026-01-09 08:00:00,97,11.64,88.07,FULL,-79
4,2026-01-09 09:00:00,97,11.64,88.03,FULL,-75
4,2026-01-09 10:00:00,99,11.88,88.0,FULL,-69
4,2026-01-09 11:00:00,100,12.0,87.95,FULL,-55
4,2026-01-09 12:00:00,30,3.6,87.92,OK,-69
4,2026-01-09 13:00:00,32,3.84,87.87,OK,-77
4,2026-01-09 14:00:00,34,4.08,87.83,OK,-84
4,2026-01-09 15:00:00,35,4.2,87.78,OK,-66
4,2026-01-09 16:00:00,36,4.32,87.75,OK,-67
4,2026-01-09 17:00:00,39,4.68,87.71,OK,-75
4,2026-01-09 18:00:00,43,5.16,87.7,OK,-63
4,2026-01-09 19:00:00,48,5.76,87.68,OK,-74
4,2026-01-09 20:00:00,50,6.0,87.66,OK,-74
4,2026-01-09 21:00:00,53,6.36,87.62,OK,-72
4,2026-01-09 22:00:00,56,6.72,87.61,OK,-76
4,2026-01-09 23:00:00,59,7.08,87.59,OK,-74
4,2026-01-10 00:00:00,61,7.32,87.57,OK,-75
4,2026-01-10 01:00:00,61,7.32,87.55,OK,-80
4,2026-01-10 02:00:00,61,7.32,87.53,OK,-70
4,2026-01-10 03:00:00,63,7.56,87.51,OK,-58
4,2026-01-10 04:00:00,64,7.68,87.49,OK,-69
4,2026-01-10 05:00:00,65,7.8,87.46,OK,-79
4,2026-01-10 06:00:00,65,7.8,87.41,OK,-82
4,2026-01-10 07:00:00,65,7.8,87.37,OK,-64
4,2026-01-10 08:00:00,65,7.8,87.35,OK,-65
4,2026-01-10 09:00:00,67,8.04,87.32,OK,-75
4,2026-01-10 10:00:00,67,8.04,87.29,OK,-59
4,2026-01-10 11:00:00,71,8.52,87.24,OK,-79
4,2026-01-10 12:00:00,75,9.0,87.2,OK,-81
4,2026-01-10 13:00:00,81,9.72,87.16,WARNING,-84
4,2026-01-10 14:00:00,85,10.2,87.12,WARNING,-75
4,2026-01-10 15:00:00,87,10.44,87.08,WARNING,-55
4,2026-01-10 16:00:00,88,10.56,87.06,WARNING,-71
4,2026-01-10 17:00:00,88,10.56,87.02,WARNING,-60
4,2026-01-10 18:00:00,92,11.04,86.99,WARNING,-81
4,2026-01-10 19:00:00,94,11.28,86.96,WARNING,-75
4,2026-01-10 20:00:00,98,11.76,86.93,FULL,-78
4,2026-01-10 21:00:00,100,12.0,86.92,FULL,-77
4,2026-01-10 22:00:00,21,2.52,86.88,OK,-67
4,2026-01-10 23:00:00,24,2.88,86.86,OK,-80
4,2026-01-11 00:00:00,24,2.88,86.82,OK,-59
4,2026-01-11 01:00:00,24,2.88,86.79,OK,-71
4,2026-01-11 02:00:00,24,2.88,86.76,OK,-68
4,2026-01-11 03:00:00,25,3.0,86.75,OK,-76
4,2026-01-11 04:00:00,28,3.36,86.7,OK,-79
4,2026-01-11 05:00:00,29,3.48,86.65,OK,-74
4,2026-01-11 06:00:00,32,3.84,86.63,OK,-81
4,2026-01-11 07:00:00,34,4.08,86.61,OK,-60
4,2026-01-11 08:00:00,34,4.08,86.56,OK,-82
4,2026-01-11 09:00:00,34,4.08,86.54,OK,-72
4,2026-01-11 10:00:00,34,4.08,86.49,OK,-72
4,2026-01-11 11:00:00,38,4.56,86.44,OK,-77
4,2026-01-11 12:00:00,44,5.28,86.42,OK,-71
4,2026-01-11 13:00:00,48,5.76,86.38,OK,-56
4,2026-01-11 14:00:00,54,6.48,86.37,OK,-84
4,2026-01-11 15:00:00,58,6.96,86.34,OK,-63
4,2026-01-11 16:00:00,58,6.96,86.32,OK,-71
4,2026-01-11 17:00:00,61,7.32,86.3,OK,-77
4,2026-01-11 18:00:00,65,7.8,86.29,OK,-63
4,2026-01-11 19:00:00,67,8.04,86.28,OK,-58
4,2026-01-11 20:00:00,70,8.4,86.24,OK,-81
4,2026-01-11 21:00:00,75,9.0,86.21,OK,-72
4,2026-01-11 22:00:00,76,9.12,86.2,OK,-80
4,2026-01-11 23:00:00,78,9.36,86.17,OK,-57
4,2026-01-12 00:00:00,80,9.6,86.12,WARNING,-77
4,2026-01-12 01:00:00,82,9.84,86.08,WARNING,-67
4,2026-01-12 02:00:00,82,9.84,86.07,WARNING,-73
4,2026-01-12 03:00:00,83,9.96,86.02,WARNING,-73
4,2026-01-12 04:00:00,84,10.08,85.99,WARNING,-62
4,2026-01-12 05:00:00,85,10.2,85.94,WARNING,-71
4,2026-01-12 06:00:00,86,10.32,85.89,WARNING,-72
4,2026-01-12 07:00:00,88,10.56,85.87,WARNING,-71
4,2026-01-12 08:00:00,91,10.92,85.84,WARNING,-74
4,2026-01-12 09:00:00,94,11.28,85.79,WARNING,-66
4,2026-01-12 10:00:00,94,11.28,85.77,WARNING,-83
4,2026-01-12 11:00:00,98,11.76,85.75,FULL,-73
4,2026-01-12 12:00:00,100,12.0,85.7,FULL,-85
4,2026-01-12 13:00:00,32,3.84,85.67,OK,-67
4,2026-01-12 14:00:00,36,4.32,85.64,OK,-69
4,2026-01-12 15:00:00,40,4.8,85.63,OK,-84
4,2026-01-12 16:00:00,41,4.92,85.6,OK,-67
4,2026-01-12 17:00:00,43,5.16,85.56,OK,-60
4,2026-01-12 18:00:00,46,5.52,85.53,OK,-71
4,2026-01-12 19:00:00,50,6.0,85.5,OK,-79
4,2026-01-12 20:00:00,53,6.36,85.49,OK,-84
4,2026-01-12 21:00:00,57,6.84,85.45,OK,-68
4,2026-01-12 22:00:00,57,6.84,85.42,OK,-66
4,2026-01-12 23:00:00,57,6.84,85.39,OK,-64
4,2026-01-13 00:00:00,59,7.08,85.36,OK,-82
4,2026-01-13 01:00:00,59,7.08,85.33,OK,-77
4,2026-01-13 02:00:00,62,7.44,85.31,OK,-82
4,2026-01-13 03:00:00,65,7.8,85.27,OK,-63
4,2026-01-13 04:00:00,65,7.8,85.23,OK,-78
4,2026-01-13 05:00:00,68,8.16,85.2,OK,-71
4,2026-01-13 06:00:00,70,8.4,85.17,OK,-68
4,2026-01-13 07:00:00,71,8.52,85.13,OK,-74
4,2026-01-13 08:00:00,72,8.64,85.1,OK,-65
4,2026-01-13 09:00:00,74,8.88,85.08,OK,-77
4,2026-01-13 10:00:00,74,8.88,85.04,OK,-79
4,2026-01-13 11:00:00,78,9.36,85.0,OK,-65
4,2026-01-13 12:00:00,81,9.72,84.96,WARNING,-69
4,2026-01-13 13:00:00,85,10.2,84.91,WARNING,-78
4,2026-01-13 14:00:00,89,10.68,84.89,WARNING,-85
4,2026-01-13 15:00:00,91,10.92,84.88,WARNING,-80
4,2026-01-13 16:00:00,94,11.28,84.87,WARNING,-69
4,2026-01-13 17:00:00,96,11.52,84.83,FULL,-62
4,2026-01-13 18:00:00,99,11.88,84.78,FULL,-60
4,2026-01-13 19:00:00,100,12.0,84.75,FULL,-60
4,2026-01-13 20:00:00,28,3.36,84.73,OK,-72
4,2026-01-13 21:00:00,31,3.72,84.69,OK,-84
4,2026-01-13 22:00:00,31,3.72,84.65,OK,-85
4,2026-01-13 23:00:00,33,3.96,84.63,OK,-75
4,2026-01-14 00:00:00,35,4.2,84.59,OK,-72
4,2026-01-14 01:00:00,37,4.44,84.54,OK,-69
4,2026-01-14 02:00:00,40,4.8,84.5,OK,-58
4,2026-01-14 03:00:00,43,5.16,84.45,OK,-77
4,2026-01-14 04:00:00,43,5.16,84.44,OK,-66
4,2026-01-14 05:00:00,46,5.52,84.4,OK,-64
4,2026-01-14 06:00:00,49,5.88,84.39,OK,-55
4,2026-01-14 07:00:00,52,6.24,84.38,OK,-76
4,2026-01-14 08:00:00,54,6.48,84.34,OK,-76
4,2026-01-14 09:00:00,57,6.84,84.32,OK,-66
4,2026-01-14 10:00:00,60,7.2,84.27,OK,-80
4,2026-01-14 11:00:00,62,7.44,84.24,OK,-65
4,2026-01-14 12:00:00,65,7.8,84.19,OK,-76
4,2026-01-14 13:00:00,68,8.16,84.16,OK,-71
4,2026-01-14 14:00:00,70,8.4,84.14,OK,-69
4,2026-01-14 15:00:00,74,8.88,84.11,OK,-72
4,2026-01-14 16:00:00,74,8.88,84.07,OK,-56
4,2026-01-14 17:00:00,75,9.0,84.04,OK,-69
4,2026-01-14 18:00:00,79,9.48,84.01,OK,-55
4,2026-01-14 19:00:00,81,9.72,83.97,WARNING,-69
4,2026-01-14 20:00:00,86,10.32,83.95,WARNING,-71
4,2026-01-14 21:00:00,88,10.56,83.93,WARNING,-84
4,2026-01-14 22:00:00,88,10.56,83.9,WARNING,-60
4,2026-01-14 23:00:00,90,10.8,83.89,WARNING,-85
4,2026-01-15 00:00:00,92,11.04,83.88,WARNING,-60
4,2026-01-15 01:00:00,95,11.4,83.85,FULL,-64
4,2026-01-15 02:00:00,97,11.64,83.81,FULL,-69
4,2026-01-15 03:00:00,99,11.88,83.76,FULL,-71
4,2026-01-15 04:00:00,100,12.0,83.74,FULL,-80
4,2026-01-15 05:00:00,20,2.4,83.71,OK,-78
4,2026-01-15 06:00:00,20,2.4,83.68,OK,-58
4,2026-01-15 07:00:00,22,2.64,83.64,OK,-62
4,2026-01-15 08:00:00,24,2.88,83.6,OK,-73
4,2026-01-15 09:00:00,24,2.88,83.56,OK,-83
4,2026-01-15 10:00:00,24,2.88,83.51,OK,-63
4,2026-01-15 11:00:00,27,3.24,83.48,OK,-61
4,2026-01-15 12:00:00,30,3.6,83.47,OK,-77
4,2026-01-15 13:00:00,34,4.08,83.45,OK,-55
4,2026-01-15 14:00:00,36,4.32,83.43,OK,-64
4,2026-01-15 15:00:00,38,4.56,83.41,OK,-82
4,2026-01-15 16:00:00,38,4.56,83.37,OK,-64
4,2026-01-15 17:00:00,41,4.92,83.33,OK,-84
4,2026-01-15 18:00:00,45,5.4,83.29,OK,-80
4,2026-01-15 19:00:00,46,5.52,83.26,OK,-73
4,2026-01-15 20:00:00,48,5.76,83.24,OK,-84
4,2026-01-15 21:00:00,49,5.88,83.22,OK,-67
4,2026-01-15 22:00:00,52,6.24,83.19,OK,-75
4,2026-01-15 23:00:00,53,6.36,83.15,OK,-75
4,2026-01-16 00:00:00,55,6.6,83.14,OK,-61
4,2026-01-16 01:00:00,57,6.84,83.1,OK,-80
4,2026-01-16 02:00:00,59,7.08,83.08,OK,-74
4,2026-01-16 03:00:00,62,7.44,83.05,OK,-66
4,2026-01-16 04:00:00,63,7.56,83.02,OK,-71
4,2026-01-16 05:00:00,65,7.8,82.98,OK,-65
4,2026-01-16 06:00:00,68,8.16,82.95,OK,-56
4,2026-01-16 07:00:00,71,8.52,82.9,OK,-75
4,2026-01-16 08:00:00,71,8.52,82.87,OK,-85
4,2026-01-16 09:00:00,74,8.88,82.83,OK,-55
4,2026-01-16 10:00:00,77,9.24,82.82,OK,-81
4,2026-01-16 11:00:00,80,9.6,82.8,WARNING,-83
4,2026-01-16 12:00:00,83,9.96,82.77,WARNING,-75
4,2026-01-16 13:00:00,86,10.32,82.73,WARNING,-72
4,2026-01-16 14:00:00,88,10.56,82.69,WARNING,-77
4,2026-01-16 15:00:00,92,11.04,82.66,WARNING,-81
4,2026-01-16 16:00:00,95,11.4,82.64,FULL,-71
4,2026-01-16 17:00:00,96,11.52,82.6,FULL,-71
4,2026-01-16 18:00:00,100,12.0,82.55,FULL,-58
4,2026-01-16 19:00:00,20,2.4,82.52,OK,-68
4,2026-01-16 20:00:00,25,3.0,82.51,OK,-55
4,2026-01-16 21:00:00,28,3.36,82.47,OK,-72
4,2026-01-16 22:00:00,31,3.72,82.44,OK,-83
4,2026-01-16 23:00:00,33,3.96,82.39,OK,-59
4,2026-01-17 00:00:00,35,4.2,82.37,OK,-55
4,2026-01-17 01:00:00,38,4.56,82.34,OK,-59
4,2026-01-17 02:00:00,41,4.92,82.32,OK,-68
4,2026-01-17 03:00:00,43,5.16,82.28,OK,-69
4,2026-01-17 04:00:00,46,5.52,82.23,OK,-60
4,2026-01-17 05:00:00,48,5.76,82.2,OK,-70
4,2026-01-17 06:00:00,50,6.0,82.18,OK,-57
4,2026-01-17 07:00:00,51,6.12,82.14,OK,-83
4,2026-01-17 08:00:00,52,6.24,82.12,OK,-67
4,2026-01-17 09:00:00,55,6.6,82.07,OK,-72
4,2026-01-17 10:00:00,55,6.6,82.04,OK,-78
4,2026-01-17 11:00:00,59,7.08,82.0,OK,-71
4,2026-01-17 12:00:00,63,7.56,81.97,OK,-55
4,2026-01-17 13:00:00,67,8.04,81.95,OK,-81
4,2026-01-17 14:00:00,69,8.28,81.92,OK,-63
4,2026-01-17 15:00:00,73,8.76,81.89,OK,-73
4,2026-01-17 16:00:00,76,9.12,81.84,OK,-75
4,2026-01-17 17:00:00,79,9.48,81.81,OK,-72
4,2026-01-17 18:00:00,83,9.96,81.78,WARNING,-76
4,2026-01-17 19:00:00,85,10.2,81.75,WARNING,-79
4,2026-01-17 20:00:00,87,10.44,81.73,WARNING,-80
4,2026-01-17 21:00:00,89,10.68,81.7,WARNING,-55
4,2026-01-17 22:00:00,89,10.68,81.67,WARNING,-60
4,2026-01-17 23:00:00,90,10.8,81.63,WARNING,-55
4,2026-01-18 00:00:00,92,11.04,81.58,WARNING,-85
4,2026-01-18 01:00:00,93,11.16,81.56,WARNING,-71
4,2026-01-18 02:00:00,94,11.28,81.53,WARNING,-69
4,2026-01-18 03:00:00,96,11.52,81.49,FULL,-67
4,2026-01-18 04:00:00,98,11.76,81.46,FULL,-65
4,2026-01-18 05:00:00,98,11.76,81.42,FULL,-83
4,2026-01-18 06:00:00,100,12.0,81.37,FULL,-75
4,2026-01-18 07:00:00,13,1.56,81.32,OK,-68
4,2026-01-18 08:00:00,13,1.56,81.29,OK,-83
4,2026-01-18 09:00:00,13,1.56,81.26,OK,-63
4,2026-01-18 10:00:00,14,1.68,81.24,OK,-64
4,2026-01-18 11:00:00,16,1.92,81.22,OK,-69
4,2026-01-18 12:00:00,19,2.28,81.18,OK,-83
4,2026-01-18 13:00:00,22,2.64,81.15,OK,-79
4,2026-01-18 14:00:00,25,3.0,81.11,OK,-69
4,2026-01-18 15:00:00,29,3.48,81.1,OK,-74
4,2026-01-18 16:00:00,31,3.72,81.07,OK,-60
4,2026-01-18 17:00:00,33,3.96,81.05,OK,-84
4,2026-01-18 18:00:00,36,4.32,81.03,OK,-76
4,2026-01-18 19:00:00,39,4.68,81.0,OK,-66
4,2026-01-18 20:00:00,43,5.16,80.96,OK,-85
4,2026-01-18 21:00:00,45,5.4,80.95,OK,-61
4,2026-01-18 22:00:00,47,5.64,80.93,OK,-68
4,2026-01-18 23:00:00,47,5.64,80.9,OK,-57
4,2026-01-19 00:00:00,47,5.64,80.86,OK,-80
4,2026-01-19 01:00:00,49,5.88,80.82,OK,-73
4,2026-01-19 02:00:00,50,6.0,80.78,OK,-85
4,2026-01-19 03:00:00,50,6.0,80.77,OK,-85
4,2026-01-19 04:00:00,53,6.36,80.74,OK,-74
4,2026-01-19 05:00:00,55,6.6,80.72,OK,-82
4,2026-01-19 06:00:00,58,6.96,80.67,OK,-64
4,2026-01-19 07:00:00,59,7.08,80.64,OK,-71
4,2026-01-19 08:00:00,59,7.08,80.61,OK,-77
4,2026-01-19 09:00:00,62,7.44,80.59,OK,-60
4,2026-01-19 10:00:00,62,7.44,80.57,OK,-77
4,2026-01-19 11:00:00,67,8.04,80.54,OK,-61
4,2026-01-19 12:00:00,69,8.28,80.5,OK,-83
4,2026-01-19 13:00:00,74,8.88,80.46,OK,-83
4,2026-01-19 14:00:00,78,9.36,80.44,OK,-80
4,2026-01-19 15:00:00,82,9.84,80.43,WARNING,-70
4,2026-01-19 16:00:00,82,9.84,80.4,WARNING,-77
4,2026-01-19 17:00:00,82,9.84,80.38,WARNING,-68
4,2026-01-19 18:00:00,83,9.96,80.37,WARNING,-65
4,2026-01-19 19:00:00,87,10.44,80.36,WARNING,-63
4,2026-01-19 20:00:00,91,10.92,80.31,WARNING,-57
4,2026-01-19 21:00:00,95,11.4,80.26,FULL,-65
4,2026-01-19 22:00:00,96,11.52,80.21,FULL,-79
4,2026-01-19 23:00:00,97,11.64,80.2,FULL,-65
4,2026-01-20 00:00:00,97,11.64,80.17,FULL,-58
4,2026-01-20 01:00:00,97,11.64,80.14,FULL,-80
4,2026-01-20 02:00:00,97,11.64,80.1,FULL,-82
4,2026-01-20 03:00:00,98,11.76,80.06,FULL,-77
4,2026-01-20 04:00:00,99,11.88,80.02,FULL,-65
4,2026-01-20 05:00:00,100,12.0,79.99,FULL,-65
4,2026-01-20 06:00:00,14,1.68,79.94,OK,-61
4,2026-01-20 07:00:00,16,1.92,79.91,OK,-55
4,2026-01-20 08:00:00,19,2.28,79.89,OK,-77
4,2026-01-20 09:00:00,20,2.4,79.87,OK,-56
4,2026-01-20 10:00:00,20,2.4,79.85,OK,-76
4,2026-01-20 11:00:00,24,2.88,79.81,OK,-59
4,2026-01-20 12:00:00,28,3.36,79.78,OK,-59
4,2026-01-20 13:00:00,30,3.6,79.74,OK,-73
4,2026-01-20 14:00:00,33,3.96,79.69,OK,-75
4,2026-01-20 15:00:00,36,4.32,79.67,OK,-79
4,2026-01-20 16:00:00,38,4.56,79.66,OK,-57
4,2026-01-20 17:00:00,39,4.68,79.61,OK,-69
4,2026-01-20 18:00:00,41,4.92,79.6,OK,-59
4,2026-01-20 19:00:00,45,5.4,79.55,OK,-76
4,2026-01-20 20:00:00,48,5.76,79.52,OK,-63
4,2026-01-20 21:00:00,51,6.12,79.48,OK,-60
4,2026-01-20 22:00:00,52,6.24,79.46,OK,-65
4,2026-01-20 23:00:00,52,6.24,79.41,OK,-57
4,2026-01-21 00:00:00,55,6.6,79.37,OK,-70
4,2026-01-21 01:00:00,57,6.84,79.32,OK,-85
4,2026-01-21 02:00:00,60,7.2,79.3,OK,-70
4,2026-01-21 03:00:00,62,7.44,79.29,OK,-67
4,2026-01-21 04:00:00,64,7.68,79.26,OK,-55
4,2026-01-21 05:00:00,66,7.92,79.22,OK,-74
4,2026-01-21 06:00:00,69,8.28,79.17,OK,-78
4,2026-01-21 07:00:00,72,8.64,79.14,OK,-79
4,2026-01-21 08:00:00,73,8.76,79.11,OK,-73
4,2026-01-21 09:00:00,75,9.0,79.08,OK,-70
4,2026-01-21 10:00:00,78,9.36,79.06,OK,-58
4,2026-01-21 11:00:00,82,9.84,79.05,WARNING,-72
4,2026-01-21 12:00:00,86,10.32,79.02,WARNING,-55
4,2026-01-21 13:00:00,90,10.8,78.98,WARNING,-67
4,2026-01-21 14:00:00,96,11.52,78.94,FULL,-74
4,2026-01-21 15:00:00,98,11.76,78.91,FULL,-68
4,2026-01-21 16:00:00,98,11.76,78.86,FULL,-69
4,2026-01-21 17:00:00,100,12.0,78.82,FULL,-68
4,2026-01-21 18:00:00,14,1.68,78.78,OK,-66
4,2026-01-21 19:00:00,16,1.92,78.75,OK,-60
4,2026-01-21 20:00:00,20,2.4,78.74,OK,-81
4,2026-01-21 21:00:00,22,2.64,78.72,OK,-71
4,2026-01-21 22:00:00,25,3.0,78.7,OK,-56
4,2026-01-21 23:00:00,27,3.24,78.65,OK,-58
4,2026-01-22 00:00:00,27,3.24,78.63,OK,-81
4,2026-01-22 01:00:00,29,3.48,78.6,OK,-63
4,2026-01-22 02:00:00,32,3.84,78.57,OK,-65
4,2026-01-22 03:00:00,34,4.08,78.55,OK,-71
4,2026-01-22 04:00:00,36,4.32,78.54,OK,-56
4,2026-01-22 05:00:00,39,4.68,78.52,OK,-63
4,2026-01-22 06:00:00,42,5.04,78.48,OK,-79
4,2026-01-22 07:00:00,45,5.4,78.44,OK,-56
4,2026-01-22 08:00:00,46,5.52,78.43,OK,-57
4,2026-01-22 09:00:00,49,5.88,78.4,OK,-57
4,2026-01-22 10:00:00,51,6.12,78.37,OK,-57
4,2026-01-22 11:00:00,57,6.84,78.33,OK,-57
4,2026-01-22 12:00:00,61,7.32,78.29,OK,-74
4,2026-01-22 13:00:00,63,7.56,78.25,OK,-85
4,2026-01-22 14:00:00,66,7.92,78.23,OK,-64
4,2026-01-22 15:00:00,70,8.4,78.2,OK,-58
4,2026-01-22 16:00:00,73,8.76,78.19,OK,-63
4,2026-01-22 17:00:00,76,9.12,78.15,OK,-58
4,2026-01-22 18:00:00,80,9.6,78.12,WARNING,-80
4,2026-01-22 19:00:00,83,9.96,78.07,WARNING,-69
4,2026-01-22 20:00:00,84,10.08,78.05,WARNING,-75
4,2026-01-22 21:00:00,87,10.44,78.02,WARNING,-78
4,2026-01-22 22:00:00,90,10.8,77.99,WARNING,-81
4,2026-01-22 23:00:00,90,10.8,77.96,WARNING,-73
4,2026-01-23 00:00:00,90,10.8,77.92,WARNING,-69
4,2026-01-23 01:00:00,91,10.92,77.91,WARNING,-73
4,2026-01-23 02:00:00,93,11.16,77.9,WARNING,-78
4,2026-01-23 03:00:00,94,11.28,77.89,WARNING,-66
